,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels
163,13,102822816,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/52/54/1168508101.jpg,24,170000.0,flat,sale,57.0,1,1,Calle de Juan Portas,Madrid,Madrid,es,40.3940767,-3.6621839,False,https://www.idealista.com/inmueble/102822816/,5416,"Se vende magnifica vivienda exterior ideal como inversión.  Creemos firmemente que la iluminación en una vivienda es fundamental y en esta vivienda con orientación este, nos ofrece sol durante toda la mañana y mucha luz en todas las estancias durante el resto del día.  Excelentes calidades, muebles y cocina hechos a medida. Vivienda optimizada al máximo en su superficie gracias un sistema muy ingenioso que abate totalmente las 4 camas y la mesa de comedor. Muy práctico para poder aprovechar todas las estancias durante el día y convertirlas durante la noche en zonas de descanso.  El piso se vende con cocina totalmente equipada con electrodomésticos de alta gama. Tiene aire acondicionado frío/calor en toda la vivienda. Agua caliente a través de placas solares. Ventanas de aluminio y puertas de madera lacadas en blanco, suelos de tarima y paredes blancas lisas. Tiene también instalado un termo eléctrico.  Plazas de garaje aparte: plaza exterior en patio 14.000 €, plaza de garaje cubierta 16.000 €. Muy buena ubicación con paradas de autobús a pocos metros. Escuelas infantiles, centros públicos y privados de educación primaria y secundaria, centro de salud a 300 metros, diversos comercios etc.  RESUMEN: 57 m2 Reformado a estrenar 1 Dormitorio 1 Baño Cocina americana Salón comedor amplio Todo exterior Aire acondicionado frío/calor en toda la vivienda Plazas de garaje aparte NO COBRAMOS HONORARIOS A COMPRADOR Le ayudamos con financiación.",False,good,False,2982.0,{'typology': 'flat'},"{'subtitle': 'Palomeras Bajas, Madrid', 'title': 'Piso en Calle de Juan Portas'}",False,False,False,False,,False,False,,2,True,Puente de Vallecas,Palomeras Bajas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 14000.0}",
164,14,101509765,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/dd/7f/1124385039.jpg,11,250000.0,flat,sale,141.0,3,2,Calle de Feijóo,Madrid,Madrid,es,40.4358171,-3.7017141,False,https://www.idealista.com/inmueble/101509765/,982,"OPORTUNIDAD INVERSORES! LOCAL CON POSIBILIDAD DE HACER EL CAMBIO DE USO - A VIVIENDA El local reúne los requisitos necesarios de acuerdo a los requerimientos de habitabilidad establecidos por la normativa urbanística del ayuntamiento donde se encuentre el mismo. Convertir el local en vivienda ha sido una alternativa eficaz para lograr un espacio habitable de forma más asequible, para los vecinos del mismo bajo, donde se encuentra nuestro inmueble.  Edificio de 7 plantas 2 vecinos por planta El local tiene 80m2 en planta baja y 49m2 en planta sótano.  Plaza de garaje - adicional - 60.000€ - en la calle General Álvarez de Castro 26 (a 200m aproximadamente) Les ofrecemos un inmueble, que tiene todo tipo de comodidades y posibilidades para aquella persona que esta interesada en la zona.  El edificio se encuentra más próximo a los cascos antiguos de Madrid, por lo que se benefician de unos mejores servicios (cantidad y proximidad) debido al modelo urbanístico en el que se construyeron (compacto, complejo e integrador). Tanto el edificio como el inmueble tienen muy buen estado de conservación y cumplen con los requerimientos de confort y calidad.  El local tiene prácticamente dos salas grandes y varios anexos - Se puede dejar todo el espacio diáfano y reconstruirlo a su gusto. La manera de repartir el espacio es uno de los factores que proporcionan mayor grado de comodidad y uno de los aspectos que mas se estudian cuando se va a realizar el diseño de una reforma.  El inmueble permite la posibilidad de ejecutar un determinado proyecto de diseño de interiores encaminado sobre todo a crear una vivienda. Un gran comedor o salón donde toda la familia interactúa, 3 habitación, dos baños…para tener un espacio a medida y adaptado a las necesidades de nuestros gustos más estéticos.  Si lo que buscas es hacer una inversión esta puede ser una estupenda opción, tanto si quieres vivir en él como si lo quieres alquilar. Se trata de una tendencia al alza y que ofrece una estupenda solución a un problema real y actual. Si nuestra oficina se convierte en vivienda consigue que su casa sea única Trafalgar es un barrio de la ciudad de Madrid perteneciente al distrito de Chamberí en la Comunidad de Madrid, España. Queda limitado por las calles Bravo Murillo y San Bernardo al oeste, José Abascal al norte, Santa Engracia al este y Carranza y Sagasta al sur. Tiene su corazón en la plaza de Olavide, junto con la glorieta del General Álvarez de Castro las dos únicas dentro del barrio, no limítrofes. Trafalgar es uno de los barrios más antiguos y más apetecibles de la capital. Entre sus calles destaca Fuencarral, un espacio de ocio con bares, tiendas, parques infantiles y cines. Esta calle además se cierra al tráfico los domingos de 10:00 a 14:00 para volverse recorrido peatonal desde la glorieta de Quevedo hasta la glorieta de Bilbao. No se permite pasar en este horario a ningún vehículo y de esta manera los más pequeños y mayores pueden pasear sin estar pendientes de los semáforos. La zona está bien comunicada mediante autobuses y metro (Canal, Iglesia, Quevedo, San Bernardo, Bilbao y Alonso Martínez). HACER COMPRAS Pepita Y Grano - Calle de Eloy Gonzalo 0,106 km Villa De Madrid 0,159 km Supermercado Cardaser - Calle de Bravo Murillo 0,194 km  Chamberí 0,195 km Frutería Pastelería Mallorca - Calle de Bravo Murillo 0,195 km La Carnicería De Quevedo - Calle de Jordán 0,199 km Mercadona 0,202 km.",False,renew,False,1773.0,{'typology': 'flat'},"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Calle de Feijóo'}",True,False,False,False,,False,False,,bj,True,Chamberí,Trafalgar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 60000.0}",
165,15,102165437,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/02/55/1146477376.jpg,28,995000.0,chalet,sale,220.0,4,2,Castillo de Alarcón,Madrid,Villanueva de la Cañada,es,40.4650276,-3.9440281,False,https://www.idealista.com/inmueble/102165437/,21672,"Chalé independiente todo en una planta situado en una parcela de 2.927 metros cuadrados en la Urbanización VILLAFRANCA DEL CASTILLO. Muchas posibilidades de reforma y de ampliación de la construcción. Además hay otras dos construcciones independientes de la vivienda. Se distribuye en 4 dormitorios, uno de ellos en suite, salón comedor con chimenea, dos cuartos de baño, cocina con despensa y porche. El jardín es de los más grandes de la urbanización debido a las dimensiones de la parcela. La casa goza de gran privacidad y está muy próxima a un arroyo, estando situada en plena naturaleza.  Urbanización situada a 5 minutos de Majadahonda y cuenta con vigilancia 24 horas y muy próxima a todos los servicios.",False,renew,False,4523.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Villafranca del Castillo, Villanueva de la Cañada', 'title': 'Casa independiente en Castillo de Alarcón'}",False,False,False,False,,False,False,,,,Villafranca del Castillo,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
166,16,96002196,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/1b/de/934752658.jpg,18,185000.0,flat,sale,98.0,1,1,Calle Nicaragua,Madrid,Móstoles,es,40.3196668,-3.8505154,False,https://www.idealista.com/inmueble/96002196/,18880,"Piso en venta en Móstoles, Madrid. Se distribuye en 2 habitaciones dobles, 2 individuales, un espacioso salón-comedor, una gran cocina con office y 2 baños. Cuenta con armarios empotrados. El edificio dispone de ascensor. Queda cerca de centros educativos, complejos deportivos, comercios, servicios y zonas verdes. Tiene fácil acceso a la M-506. ¿Es lo que buscas? Llámanos. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble ocupado. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,1888.0,{'typology': 'flat'},"{'subtitle': 'Este, Móstoles', 'title': 'Piso en Calle Nicaragua'}",True,False,True,False,,False,False,50229627,4,,Este,,,,
167,17,97986025,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/e2/29/1175397824.jpg,17,190000.0,flat,sale,84.0,2,1,Calle de Ilustración,Madrid,Madrid,es,40.4199168,-3.7179515,False,https://www.idealista.com/inmueble/97986025/,3064,Piso situado en un complejo privado en una de las zonas más exclusivas de Madrid. 2 dormitorios a reformar.,True,renew,False,2262.0,{'typology': 'flat'},"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Calle de Ilustración'}",False,False,False,False,,False,False,03634,-1,False,Moncloa,Argüelles,True,,
168,18,93607897,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/47/de/1169923871.jpg,3,548000.0,chalet,sale,247.0,3,3,Miramadrid,Madrid,Paracuellos de Jarama,es,40.5055115,-3.5183984,False,https://www.idealista.com/inmueble/93607897/,16381,"INMOFEEL, pone a disposición esta promoción única de obra nueva. Nos referimos a 'única' por ubicación inmejorable y porque tú decides como quieres diseñar tu nuevo hogar. El diseño de la construcción es de dos alturas más un sótano. Por las dimensiones de la parcela, que cuenta con 225m2. El centro de salud se encuentra a tan solo 1 km de la vivienda, donde poder disponer de otros servicios muy cercanos como farmacia, estanco, restaurantes, transportes públicos, supermercados y centro urbano. Justo en frente de la calle pasa un carril bici que desemboca en el centro de Paracuellos de Jarama, a 5 minutos paseando. Las comunicaciones por carretera son excepcionales, a tan solo 3 kms de la M-45, M-50 y A-2. La M-111 se ubica a escasos 2 kilómetros, donde poder ir hasta el aeropuerto en menos de 15 minutos en coche. M-40 y N-1 también se encuentran cerca. Crear tu propio destino siempre es una gran idea. Pero si además puedes elegir donde vivirás tu día a día, lo es aún mejor. ¡Diseña tu casa ideal con nosotros!",False,good,False,2219.0,{'typology': 'chalet'},"{'subtitle': 'Miramadrid, Paracuellos de Jarama', 'title': 'Chalet'}",True,False,False,False,,False,False,XAL_193,,,Miramadrid,,,,
169,19,102050864,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/74/58/1142562045.jpg,16,995000.0,chalet,sale,222.0,4,2,Villafranca del Castillo,Madrid,Villanueva de la Cañada,es,40.4659035,-3.9403772,False,https://www.idealista.com/inmueble/102050864/,21380,"VILLANUEVA DE LA CAÑADA. CHALET INDEPENDIENTE EN LA MEJOR ZONA DE LA URBANIZACION PRIVADA VILLAFRANCA DEL CASTILLO, con 222 m² construidos en gran gran parcela de 2.868 m², salón con chimenea y salida directa mediante un ventanal al jardin, cocina con gran despensa y salida directa mediante un ventanal al porche y jardín 4 dormitorios el principal en suite, todos ellos con amplios armarios empotrados, 2 baños, garaje para 4 coches y gran jardín que rodea la casa, siendo la parte posterior tan grande como la anterior y la lateral que no tiene vecinos, ofreciendo una gran privacidad que no se encuentra en ninguna otra vivienda de la urbanización. La parte que no tiene vecinos da a un pequeño arrollo y una zona de equitación, por lo que las vistas son campos verdes con caballos. En la propiedad hay dos pequeñas construcciones, una esta registrada como Caseta de herramientas y la otra como invernadero. La urbanización cuenta con seguridad 24 horas, excelente ubicación con todos los servicios, colegio universitario S. E. K. dispone de club social con hípica pistas de pádel y tenis. Y colegio Zola, restaurantes, supermercados, transporte publico.",False,renew,False,4482.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Villafranca del Castillo, Villanueva de la Cañada', 'title': 'Casa independiente'}",False,False,False,False,,False,False,V14174.1,,,Villafranca del Castillo,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
170,20,102844985,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/8a/cf/1169237984.jpg,14,190000.0,countryHouse,sale,210.0,2,1,Paraje Riada s/n,Madrid,Valdetorres de Jarama,es,40.7093505,-3.5303449,True,https://www.idealista.com/inmueble/102844985/,33081,"Se vende finca rustica en el municipio de Valdetorres de Jarama ( MADRID ). La finca cuenta con una superficie de 2.500 M2 vallada, en la cual se encuentra una nave industrial de 150 M2 y una vivienda, en semiconstruccion de 55 M2. PRECIO NEGOCIABLE.",False,renew,False,905.0,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}","{'subtitle': 'Valdetorres de Jarama', 'title': 'Finca rústica en Paraje Riada s/n'}",False,False,False,False,,False,False,,,,,,,,
171,21,102049570,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/af/ab/1142519055.jpg,20,49900.0,flat,sale,50.0,2,1,Avenida del Galeón,Madrid,San Martín de Valdeiglesias,es,40.3883391,-4.3739289,False,https://www.idealista.com/inmueble/102049570/,58127,"CAPITAL FINCAS Vende apartamento en urbanización Pronto, Fase II. Dos dormitorios dobles, cocina independiente, salón de paso con salida a terraza y baño completo. A reformar. Magnífico entorno rodeado de naturaleza y con muchas actividades náuticas a realizar en el Pantano de San Juan. A 500 metros del Club náutico. Precio negociable!",False,renew,False,998.0,{'typology': 'flat'},"{'subtitle': 'San Martín de Valdeiglesias', 'title': 'Piso en Avenida del Galeón'}",False,False,False,False,,False,False,1458PAN,en,True,,,False,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]"
172,22,98182968,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/1a/c4/1003275656.jpg,3,62500.0,chalet,sale,99.0,4,3,"Calle Almendros, 33",Guadalajara,Hontoba,es,40.4605,-3.01578,True,https://www.idealista.com/inmueble/98182968/,57137,"Vivienda unifamiliar, 3 habitaciones, salón-comedor, cocina, cuarto de baño, pasillo, porche y garaje. Situado en zona tranquila con fácil acceso a carreteras, a diez minutos en coche colegio Público Santo Domingo. Consulte sin compromiso.",False,good,False,631.0,{'typology': 'chalet'},"{'subtitle': 'Hontoba', 'title': 'Chalet en Calle Almendros, 33'}",False,False,False,False,,False,False,60572891,,,,,,,
173,23,101514654,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/90/c2/1125670222.jpg,49,4800000.0,chalet,sale,807.0,6,7,La Moraleja urbanización,Madrid,La Moraleja,es,40.5174157,-3.6180362,False,https://www.idealista.com/inmueble/101514654/,10762,"Gilmar Consulting Inmobiliario ofrece, EN EXCLUSIVA, este espectacular palacete de casi 1.000 m2, situado sobre una parcela de 2.580 m2, junto al golf de La Moraleja. Esta exclusiva propiedad se distribuye principalmente en dos amplias y cómodas plantas y una planta sótano. Al acceder a la vivienda, destaca la impresionante altura de sus techos de 7 metros, y la majestuosidad de su zona de recibo que tiene suelos de mármol Macael y puertas macizas de caoba en todas las estancias. En la planta baja nos recibe un gran hall que inmediatamente nos lleva hacia el majestuoso salón con columnas y enormes ventanales que tienen vistas al jardín. Junto al salón, y también con vistas al jardín, se sitúa un espléndido comedor independiente para 12 comensales. Al otro lado encontramos una espaciosa zona de estar en dos ambientes y a dos alturas. En esta misma planta está la gran cocina, muy luminosa. Completa esta planta un bonito aseo de cortesía. La primera planta alberga cuatro amplios dormitorios familiares, todos ellos en suite y vestidor. Tanto la suite principal como otra de las suites tienen salida a una gran terraza con vistas al golf.  En la planta inferior se ubica una gran discoteca con capacidad para 50 o 60 personas que está dotada con los más avanzados sistemas de iluminación y sonido, asi como aislamiento acústico. Junto a ella dos amplios aseos, un garaje que dispone de dos elevadores que dan capacidad para 5 coches, una zona de spa con jacuzzi y sauna, y la zona de servicio que cuenta con dormitorio y cuarto de baño. Hay además un cuarto para almacenaje. Esta espléndida y única propiedad dispone de una piscina cubierta en el jardín, y una gran pérgola. Cuenta también con garita de seguridad. Sobre el tejado hay 72 m2 disponibles en el tejado para instalar placas solares. Una propiedad exclusiva y señorial en el corazón de La Moraleja. La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio mundial, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades. Está situada a 10 minutos del centro y a 5 minutos de la terminal Internacional 4 del Aeropuerto Adolfo Suárez. en el término municipal de Alcobendas, y tiene una extensión de 950 hectáreas, con 1.050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes. La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta asimismo con varios centros comerciales y médicos, dos campos de golf de 18 hoyos, club de tenis, club de paddle, y una de las ofertas gastronómicas más atractivas de Madrid. Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, La Máquina, Aspen, La Penela, La Sabina, Salvaje) Cafeterías (Pino), Embassy, farmacia, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona.  Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable y con los mejores servicios.",False,renew,False,5948.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Moraleja urbanización, La Moraleja', 'title': 'Casa independiente'}",False,False,False,False,{'groupDescription': 'Top'},False,False,AP184227,,,La Moraleja urbanización,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'villaType', 'text': 'Villa'}]"
174,24,101626141,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/39/d7/1174539973.jpg,20,752248.0,flat,sale,132.0,3,2,Calle Mayor,Madrid,Madrid,es,40.4147314,-3.7073139,False,https://www.idealista.com/inmueble/101626141/,2937,"¡Estupenda vivienda con grandes posibilidades de reforma! *Las imágenes han sido decoradas con inteligencia artificial para fines ilustrativos, disponemos de plano actual y plano de propuesta de reforma.  HousinGo se complace en presentar esta auténtica joya de piso, amplio y extremadamente luminoso, con 4 miradores que ofrecen vistas a la calle. Consta de 3 dormitorios y 2 cuartos de baño, y se encuentra ubicado en un edificio de estilo clásico y representativo, equipado con ascensor. Su privilegiada ubicación lo sitúa a pocos pasos de la emblemática Plaza Mayor y del bullicioso Mercado de San Miguel.    La vivienda ocupa la primera planta del edificio, lo cual se traduce en una abundancia de luz natural que la llena de vitalidad. Además, su ubicación es verdaderamente auténtica, ya que se encuentra en pleno corazón de Madrid, en el histórico barrio de los Austrias. Esta privilegiada ubicación ofrece la comodidad de tener la emblemática Plaza Mayor y el famoso Mercado de San Miguel a pocos pasos de distancia. Sumergirse en el encanto del casco histórico de Madrid es tan sencillo como salir por la puerta principal de esta vivienda.   Actualmente, el piso se encuentra en condiciones para ser reformado a gusto del comprador. Cuenta con calefacción eléctrica y aire acondicionado mediante Split, asegurando así un ambiente agradable en todas las estaciones del año. Al ser exterior, disfruta de vistas hacia la calle, lo que añade un toque encantador a la vivienda. En cuanto a sus características, el piso destaca por sus techos altos, paredes lisas y suelos de tarima, elementos que realzan su elegancia y estilo. Además, las ventanas son de tipo climalit, garantizando una adecuada aislación térmica y acústica.   Se divide en las siguientes estancias: -Hall de entrada: recibidor -Salón: Amplio con comedor integrado y dos miradores -Cocina: Independiente  -Dormitorio 1: DOBLE con mirador -Dormitorio 2: DOBLE con terraza interior -Dormitorio 3: Sencillo con mirador -Baño 1: Con pie de ducha  -Baño 2: Con pie de ducha  El Barrio Salamanca es uno de los 21 distritos que forman el municipio de Madrid Capital. Se caracteriza por ser uno de los barrios de mayor nivel de vida de Europa. Las grandes avenidas del siglo XIX del glamuroso Barrio de Salamanca están repletas de restaurantes de alta cocina, boutique de diseñadores, especialmente en la Milla de Oro. Cuenta con exclusivos mercados gourmet como el Mercado de la Paz o Platea, al igual que con numerosas atracciones culturales y de ocio. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada venta y alquiler de inmuebles en el Barrio Salamanca, con presencia en Chamberí, Chamartín, y otras zonas Prime de Madrid.Contamos con dos oficinas a pie de calle, una en CALLE AYALA 62 y otra en CALLE SERRANO 81. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. No cobramos honorarios a la parte COMPRADORA.",True,renew,False,5699.0,{'typology': 'flat'},"{'subtitle': 'Sol, Madrid', 'title': 'Piso en Calle Mayor'}",True,False,False,False,{'groupDescription': 'Top'},False,False,4746,1,True,Centro,Sol,True,,
175,0,97573336,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/69/d2/983620399.jpg,55,230000.0,chalet,sale,325.0,4,4,"Calle Antonia de Blas de Quer, 32",Guadalajara,Galápagos,es,40.6967074,-3.3397771,True,https://www.idealista.com/inmueble/97573336/,41301,"iCS Inmobiliaria, pone a la venta esta gran casa, una gran oportunidad en Galápagos. La vivienda consta de 325m2 construidos divididos en 4 planta. Una casa bien cuidada. En la planta de acceso desde el exterior encontramos un gran salón comedor diáfano con chimenea francesa. Acceso a aseo de cortesía y cocina. En la planta semisótano encontramos aseo de cortesía, una gran sala diáfana, actualmente como sala de ocio o segundo salón y garaje para un vehículo, con posibilidad de techar la rampa exterior del garaje para otros. En la planta superior, un gran distribuidor a las 4 habitaciones, con 2 baños, uno de ellos en suit principal con plato de ducha. Una de estas habitaciones tiene acceso a jardín trasero, con barbacoa de obra y acceso a la calle de atrás. La vivienda destaca por tus espacios diáfanos que permiten diferentes configuraciones según las necesidades de cada uno y también un techos altos. Otras características importantes son paredes lisas, armarios empotrados, aire acondicionado en habitación principal y salón principal. Casa ideal para familias que busquen tranquilidad y espacios para disfrutar con los suyos. No pertenece a ninguna comunidad de vecinos. Pide tu cita para visitar sin compromiso.",True,good,False,708.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Galápagos', 'title': 'Chalet adosado en Calle Antonia de Blas de Quer, 32'}",True,False,True,False,{'groupDescription': 'Destacado'},False,False,,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
176,1,102642747,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/f7/48/1162488229.jpg,46,320000.0,flat,sale,85.0,3,1,Paseo de las Delicias,Madrid,Madrid,es,40.4038088,-3.6919067,False,https://www.idealista.com/inmueble/102642747/,3781,"Inmueble a reformar con dos balcones EXTERIORES al Paseo de las Delicias. Ubicado en la segunda planta de una finca con fachada de ladrillo visto con ornamentaciones que data del año 1925. La finca cuenta con ascensor e ITE favorables en 2021.  La vivienda, que esta para reformar, dispone de 85 m2, dos balcones exteriores al Propio Paseo de las Delicias y amplias posibilidades de distribución tanto en 2 como en 3 dormitorios. Se distribuye actualmente en hall de Entrada, cocina independiente, 3 dormitorios, salón, pasillo que distribuye las estancias de la vivienda y baño completo. Ubicación privilegiada en la zona alta del Paseo de las Delicias junto a la Plaza del Emperador Carlos V, teniendo la Estación de Atocha a 150 metros (metro, AVE, Renfe y Cercanías) y a escasos 5 minutos del Museo Nacional Centro de Arte Reina Sofía, del Paseo del Prado o Real Jardín Botánico y Caixa Forum.  La ubicación le confiere una gran cantidad de servicios tales como: Museos, colegios, comercios, restaurantes y zonas verdes como el histórico Parque del Retiro.",False,renew,False,3765.0,{'typology': 'flat'},"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Paseo de las Delicias'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,68_23,2,True,Arganzuela,Palos de Moguer,True,,
177,2,102799333,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/1e/1a/1167691341.jpg,34,64900.0,duplex,sale,130.0,3,1,Puerta Menor de Santa María,Toledo,Ocaña,es,39.9608837,-3.5020358,False,https://www.idealista.com/inmueble/102799333/,55388,"'Agencia inmobiliaria de OCAÑA en zona CENTRO - PLAZA MAYOR VENDE PISO - DÚPLEX EN OCAÑA DE 130 M2 construidos, 70M2 útiles aprox. Piso Dúplex distribuida en dos plantas, compuesta por: 3 habitaciones (1 EN PLANTA ), 1 baño completo, cocina AMUEBLADA, salón LUMINOSO y buhardilla. En la planta principal encontramos, 1 baño completo con plato de ducha, cocina amueblada, salón luminoso y dormitorio en PLANTA. Y en la Planta Superior, consta de 2 DORMITORIOS EXTERIORES y acceso a buhardilla. La vivienda se encuentra en la localidad de OCAÑA, a escasos 60 km de Madrid. Situándose en una de las zonas más tranquilas y cómodas de OCAÑA, ZONA DE SANTA MARÍA-CENTRO a escasos metros de la Plaza Mayor. Dispone de todos los servicios esenciales. ( consultorio, farmacias, colegios, ayuntamiento, supermercado, restaurantes, polideportivo, TRANSPORTE A MADRID.. . ). Nuestros compañeros del departamento financiero de Kìron, estarán encantados de ayudar con vuestra hipoteca ¡mejorando las condiciones y ahorrándote dinero a la hora de comprar!",False,good,False,499.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Centro, Ocaña', 'title': 'Dúplex en Puerta Menor de Santa María'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,383,1,True,Centro,,False,,
178,3,102603811,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/93/db/1161034188.jpg,13,159900.0,flat,sale,101.0,2,2,Calle de Abastos,Madrid,Aranjuez,es,40.0316918,-3.6065017,False,https://www.idealista.com/inmueble/102603811/,45713,"ARANKEY REAL ESTATE VENDE; Esta vivienda en venta en Aranjuez es una opción excepcional para quienes buscan comodidad y estilo en el corazón de la ciudad. Este piso bajo, completamente reformado, cuenta con dos dormitorios y se encuentra estratégicamente ubicado en el centro de Aranjuez, lo que lo convierte en una inversión inmejorable. Al ingresar a la vivienda, te darás cuenta de la amplitud y luminosidad de su salón, que se integra de manera armoniosa con una moderna cocina americana. Esta distribución de espacio permite una fluidez y conectividad perfectas entre todas las áreas de la vivienda, creando un ambiente acogedor y funcional. Dos dormitorios uno de ellos interior La cocina, totalmente equipada. Dos cuartos de baño. Bomba de frio y calor. En Arankey trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidado al máximo de los detalles. ¡ NO DUDE EN INFORMARSE SIN COMPROMISO!",True,good,False,1583.0,{'typology': 'flat'},"{'subtitle': 'Centro, Aranjuez', 'title': 'Piso en Calle de Abastos'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,OFIVENT 449,bj,True,Centro,,False,,
179,4,101260047,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/24/ff/1123901962.jpg,35,185000.0,chalet,sale,264.0,4,3,Chozas de Canales,Toledo,Chozas de Canales,es,40.0985308,-4.0485281,False,https://www.idealista.com/inmueble/101260047/,48437,"Inmobiliaria 23 presenta este precioso adosado totalmente reformado con grandes calidades. Esta situado en Chozas de Canales zona Centro, tiene 264 m². de superficie construidos y distribuidos en 4 plantas, planta sótano para disfrutar de ello en eventos familiares, amigos, celebraciones o de momentos de tranquilidad, tanto en invierno como en verano. Planta baja con habitación, salón comedor con salida al patio, cocina amueblada de madera y encimera de piedra, baño completo, Primera planta con 3 habitaciones muy grandes. Buhardilla con trastero y terraza. Las calidades de esta vivienda son de primera calidad con suelos de gres, ventanas de rotura de puente térmico, carpintería interior de robre. VER TOUR VIRTUAL, TE VA A ENCANTAR!   Venta: 185.000 €.",False,good,False,701.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Chozas de Canales', 'title': 'Chalet adosado'}",False,False,True,False,{'groupDescription': 'Destacado'},False,False,02214,,,,,,,
